Barcode,Print Info,Variety ID,Variety,Batch,Sample #,Extraction date,Measurement Date,Glucose,Fructose,Sucrose,Raffinose,1-Kestose,Maltose,Nystose,"1,1,1-Kestopentaose",Total Fructan
38703,check 3-R7_L15P2,103,Mundah,14,318,20180206,20180215,0.232,0.314,11.7863,5.1583,2.3435,0.6948,0.6828,0.1356,5.0086
38704,Aapo-R3_L15P3,1,Aapo,14,319,20180206,20180215,0.2386,0.3389,10.4094,7.4154,2.1014,0.7869,0.6185,0.093,4.7771
38705,Calgary-R3_L15P4,27,Calgary,14,320,20180206,20180215,0.4674,0.7512,10.4931,5.1887,1.7022,0.4663,0.3889,0.1483,3.7273
38706,Riviera-R3_L15P5,123,Riviera,14,321,20180206,20180215,1.0288,1.2665,12.4797,4.5206,3.7771,0.6107,2.4895,0.3652,11.4746
38707,Viivi-R3_L15P6,153,Viivi,14,322,20180206,20180215,0.1874,0.2341,9.4028,7.0224,2.2804,0.7197,0.2095,0.1816,4.2272
38708,Weitor-R3_L15P7,155,Weitor,15,323,20180213,20180216,0.4362,0.5476,12.5177,6.7191,2.7547,0.8026,0.5756,0.2862,6.1189
38709,check 2-R7_L15P8,58,Fleet,15,324,20180213,20180216,0.4143,0.6072,14.0517,7.4702,2.8762,0.9914,0.4925,0.2106,5.979
38770,check 1-R9_L17P21,78,Hindmarsh,15,325,20180213,20180216,0.3804,0.5838,11.0912,8.6829,2.2763,0.6845,0.7164,0.1087,5.4841
38739,Agenda-R3_L16P14,4,Agenda,15,326,20180213,20180216,0.6935,1.309,15.3457,6.7392,3.868,0.6221,1.6742,0.2703,9.5235
38842,Draught-R3_L20P21,52,Draught,15,327,20180213,20180216,0.7495,0.8596,12.8461,6.7216,3.3861,0.7464,2.6691,0.3723,12.9468
38804,Goldie-R3_L19P7,66,Goldie,15,328,20180213,20180216,0.4265,0.691,12.868,9.2338,2.5442,0.7829,0.5307,0.4358,6.2943
38782,Tartan-R3_L18P9,140,Tartan,15,329,20180213,20180216,0.5,0.5917,12.9809,3.9288,2.5273,0.5171,1.823,0.4273,8.6689
38866,Turnberry-R3_L21P21,148,Turnberry,15,330,20180213,20180216,0.4066,0.5293,12.5833,6.9177,2.5917,0.4554,0.9605,0.327,6.6383
38771,Akita-R3_L17P22,5,Akita,15,331,20180213,20180216,0.4,0.4543,12.5506,8.6615,1.4869,0.472,0.2542,0.0273,3.3631
38754,Amourette-R3_L17P5,9,Amourette,15,332,20180213,20180216,0.4272,0.5266,11.0703,4.816,1.7898,0.5484,1.1662,0.1992,5.4539
38822,Anaconda-R3_L19P25,10,Anaconda,15,333,20180213,20180216,0.5459,0.4741,12.017,7.4701,2.4865,1.2963,0.9482,0.0434,6.4352
38762,Annabell-R3_L17P13,11,Annabell,15,334,20180213,20180216,0.3245,0.3328,11.4438,8.1782,1.553,0.6021,0.8925,0.0684,5.0687
38774,Ardila-R3_L17P25,13,Ardila,15,335,20180213,20180216,0.3731,0.4518,11.6608,7.6233,3.2374,0.94,0.5902,0.0915,6.5841
38741,Athena-R3_L16P16,15,Athena,15,336,20180213,20180216,0.2797,0.3584,11.9379,6.7631,2.2835,0.6602,0.8328,0.2706,6.1197
38833,Auriga-R3_L20P12,18,Auriga,15,337,20180213,20180216,0.3971,0.4198,11.3598,4.8825,2.4465,0.4717,1.1909,0.3975,8.0617
38800,Avec-R3_L19P3,19,Avec,15,338,20180213,20180216,0.2978,0.551,10.1044,7.5119,2.1191,1.1571,0.8113,0.1234,5.4347
38711,Braemar-R3_L15P10,24,Braemar,15,339,20180213,20180216,0.1889,0.2358,11.3489,7.7107,1.8691,0.5715,0.4218,0.1785,4.4106
38778,Calico-R3_L18P5,28,Calico,15,340,20180213,20180216,0.9264,1.0029,14.4357,6.3039,3.6383,0.9287,1.9023,0.2565,10.8856
38752,Catalina-R3_L17P3,33,Catalina,15,341,20180213,20180216,0.5681,0.6249,13.0176,5.5058,2.1934,0.7972,1.1821,0.2743,6.6562
38847,Chime-R3_L21P2,40,Chime,15,342,20180213,20180216,0.6645,0.6494,12.134,6.4681,2.5861,0.4773,1.5968,0.129,7.9768
38749,Clarity-R3_L16P24,41,Clarity,15,343,20180213,20180216,0.5257,0.6511,12.8085,6.0664,2.2925,0.9449,1.4534,0.1067,6.7021
38726,Class-R3_L15P25,42,Class,15,344,20180213,20180216,0.6007,1.1695,11.5889,6.1497,2.6714,0.5296,1.16,0.3004,7.359
38733,Cribbage-R3_L16P8,46,Cribbage,15,345,20180213,20180216,0.3551,0.419,11.6107,5.7943,1.905,0.3899,0.417,0.1014,4.2519
38869,Croydon-R3_L21P24,47,Croydon,16,346,20180214,20180217,0.7605,0.7671,13.1957,6.9299,3.3303,0.6209,3.0802,0.5591,12.7833
38846,Crusader-R3_L20P25,48,Crusader,16,347,20180214,20180217,0.46,0.559,10.5063,5.2834,2.418,0.4762,0.7429,0.1835,5.948
38795,Extract-R3_L18P22,55,Extract,16,348,20180214,20180217,0.6225,0.7092,13.4533,5.6527,2.3878,0.6837,1.1297,0.3013,6.4817
38845,Fairytale-R3_L20P24,56,Fairytale,16,349,20180214,20180217,0.3478,0.2924,10.6571,5.6015,1.3924,0.6511,0.5955,0.0686,4.2805
38761,Felicie-R3_L17P12,57,Felicie,16,350,20180214,20180217,0.3723,0.5032,9.6924,5.2902,2.2315,0.6798,1.8141,0.3426,7.8831
38856,Formula-R3_L21P11,59,Formula,16,351,20180214,20180217,0.3758,0.5329,10.1275,6.9949,2.0096,0.602,0.4285,0.0675,4.2655
38719,Gant-R3_L15P18,63,Gant,16,352,20180214,20180217,0.3179,0.3815,8.8377,5.0299,1.2732,0.438,0.1461,0.0287,2.5635
38854,Granta-R3_L21P9,67,Granta,16,353,20180214,20180217,0.3742,0.3795,10.6339,6.0886,1.6612,0.3175,0.9627,0.2168,4.9094
38723,Gull-R3_L15P22,68,Gull,16,354,20180214,20180217,0.169,0.1941,12.3683,7.8364,2.5367,0.4173,0.75,0.1333,5.6936
38793,Hana-R3_L18P20,70,Hana,16,355,20180214,20180217,0.2236,0.2488,5.5576,2.1757,1.298,0.2552,0.6799,0.07,3.573
38802,Heather-R3_L19P5,74,Heather,16,356,20180214,20180217,0.3221,0.3858,9.1774,4.6958,2.3159,0.49,1.7843,0.2506,7.3942
38737,Heron-R3_L16P12,77,Heron,16,357,20180214,20180217,0.339,0.3173,12.2663,7.107,3.6602,0.7818,0.5015,0.174,6.903
38464,check 1-R3_L5P3,78,Hindmarsh,16,358,20180214,20180217,0.1908,0.2201,7.0344,6.1266,1.5701,0.3773,0.0889,0.0141,2.8465
38780,Hopper-R3_L18P7,79,Hopper,16,359,20180214,20180217,0.3164,0.3108,9.164,4.4614,1.3207,0.5442,0.4705,0.1019,3.1756
38824,Host-R3_L20P3,81,Host,16,360,20180214,20180217,0.1547,0.2067,7.5954,5.8255,1.2096,0.4288,0.1878,0.0394,2.5706
38764,Ida-R3_L17P15,82,Ida,16,361,20180214,20180217,0.2728,0.3486,10.23,6.6701,2.104,0.6589,0.5379,0.2918,5.0995
38728,Jacinta-R3_L16P3,85,Jacinta,16,362,20180214,20180217,0.315,0.4737,7.7732,5.3803,1.6224,0.4393,0.4844,0.1434,3.8304
38851,Keops-R3_L21P6,87,Keops,16,363,20180214,20180217,0.2827,0.2816,8.3113,6.3277,1.8813,0.5655,0.2828,0.1067,3.7713
38768,Lina-R3_L17P19,91,Lina,16,364,20180214,20180217,0.1918,0.2635,10.2808,4.3324,2.3307,0.3858,0.9927,0.1536,5.8496
38808,Linden-R3_L19P11,92,Linden,16,365,20180214,20180217,1.3967,1.5337,13.7031,5.3645,4.991,0.5766,2.8591,0.148,15.0417
38727,Livet-R3_L16P2,94,Livet,16,366,20180214,20180217,0.2943,0.4206,8.5334,3.4873,1.536,0.2418,0.2858,0.02,3.2361
38832,Melitta-R3_L20P11,99,Melitta,16,367,20180214,20180217,0.367,0.6116,9.2121,3.6537,1.7593,0.2828,0.8157,0.2068,5.384
38809,Midas-R3_L19P12,100,Midas,16,368,20180214,20180217,0.4315,0.4589,8.9997,4.685,3.1532,0.5286,2.1933,0.2405,9.5457
38740,Mikado-R3_L16P15,101,Mikado,17,369,20180214,20180219,0.3846,0.4138,10.6869,6.556,1.7709,0.4924,0.4223,0.241,5.0342
38796,Nimbus-R3_L18P23,105,Nimbus,17,370,20180214,20180219,0.2015,0.3794,9.2444,6.4986,2.5273,0.7666,0.2507,0.0888,6.0039
38779,Novello-R3_L18P6,106,Novello,17,371,20180214,20180219,0.7915,0.8157,14.3394,5.643,3.3145,1.0453,1.391,0.0801,10.867
38785,Orbit-R3_L18P12,108,Orbit,17,372,20180214,20180219,0.1353,0.1968,8.2467,5.898,1.5358,0.7838,0.0176,-0.0004,3.2462
38867,Paramount-R3_L21P22,109,Paramount,17,373,20180214,20180219,0.9301,2.5643,14.5314,4.6885,2.8931,0.6239,1.7162,0.6951,15.681
38825,Pewter-R3_L20P4,110,Pewter,17,374,20180214,20180219,0.7375,0.513,13.1789,4.5253,2.4366,1.2622,1.2133,0.0918,8.612
38815,Piccolo-R3_L19P18,111,Piccolo,17,375,20180214,20180219,0.1458,0.1024,8.7767,2.8715,1.1545,0.7442,0.0112,0.0077,8.0248
38830,Pitcher-R3_L20P9,112,Pitcher,17,376,20180214,20180219,0.7491,0.9563,15.6963,9.8728,2.8378,0.8507,1.5974,0.5828,11.184
38858,Prisma-R3_L21P13,115,Prisma,17,377,20180214,20180219,0.3035,0.3655,8.0081,8.2278,0.9135,0.7347,0.2221,0.0462,2.9152
38786,Quartet-R3_L18P13,117,Quartet,17,378,20180214,20180219,1.6353,1.7765,17.4278,5.9846,4.5218,0.8181,2.3967,0.3309,20.9476
38826,Quench-R3_L20P5,118,Quench,17,379,20180214,20180219,0.2302,0.4141,10.4251,7.2964,1.8557,0.8736,0.2648,0.1795,4.9584
38722,Ragtime-R3_L15P21,119,Ragtime,17,380,20180214,20180219,0.7589,0.8364,15.0048,7.5355,3.8942,1.0569,1.8116,0.3001,13.6142
38716,Rainbow-R3_L15P15,120,Rainbow,17,381,20180214,20180219,0.4783,0.7314,12.3039,5.1804,2.3356,0.5631,1.1666,0.5787,8.6074
38743,Simba-R3_L16P18,132,Simba,17,382,20180214,20180219,0.3511,0.3889,9.9901,6.1716,1.52,0.3722,0.1727,0.0634,3.7386
38820,Static-R3_L19P23,136,Static,17,383,20180214,20180219,0.5134,0.5625,11.5594,5.8705,2.6361,0.6609,1.5204,0.1884,9.6758
38841,Tabora-R3_L20P20,137,Tabora,17,384,20180214,20180219,0.2592,0.3232,7.6098,3.7923,1.2575,0.7892,0.7993,0.2552,5.2648
38742,Toby-R3_L16P17,143,Toby,17,385,20180214,20180219,0.4782,0.4553,11.0299,3.7038,1.2344,0.4863,0.7762,0.2533,5.1563
38736,Troon-R3_L16P11,146,Troon,17,386,20180214,20180219,0.7325,0.9407,13.3289,6.7027,2.3994,0.6102,1.1078,0.2811,8.1567
38721,Tyne-R3_L15P20,149,Tyne,17,387,20180214,20180219,0.3526,0.5365,12.3768,7.302,1.6254,0.6918,0.3045,0.0441,4.2946
38724,Vankkuri-R3_L15P23,151,Vankkuri,17,388,20180214,20180219,0.3911,0.6133,11.7583,6.5405,2.0389,0.6034,0.4534,0.0727,5.3444
38863,Velvet-R3_L21P18,152,Velvet,17,389,20180214,20180219,1.207,1.3957,15.7383,5.8248,4.1795,0.6484,1.9554,0.4468,16.5502
38731,Widre-R3_L16P6,157,Widre,17,390,20180214,20180219,0.4315,0.4826,11.4493,7.151,2.5718,0.7336,0.6203,0.223,7.1391
38367,Tucson-R1_L1P2,147,Tucson,17,391,20180214,20180219,0.7591,0.9385,11.5804,7.1915,2.5082,1.1323,0.4549,0.4934,7.4516
38713,Roxana-R3_L15P12,124,Roxana,18,392,20180215,20180219,0.6395,0.6358,11.1938,5.3315,2.1594,0.5958,1.2319,0.2072,7.6654
38715,Cecilia-R3_L15P14,34,Cecilia,18,393,20180215,20180219,0.3389,0.456,12.6302,7.4344,2.0798,0.6899,0.6501,0.2,6.0725
38720,Cooper-R3_L15P19,45,Cooper,18,394,20180215,20180219,0.4478,0.5445,12.0891,5.7097,1.9833,0.5593,0.4337,0.0674,5.1657
38725,Celebra-R3_L15P24,35,Celebra,18,395,20180215,20180219,0.6021,0.6196,13.5294,6.1561,3.5664,0.9255,0.8448,0.3637,10.268
38729,Scandium-R3_L16P4,129,Scandium,18,396,20180215,20180219,0.5556,0.5568,12.8777,7.0453,1.9928,0.6419,1.0534,0.1312,7.233
38730,Lithium-R3_L16P5,93,Lithium,18,397,20180215,20180219,0.8149,0.9968,11.7435,4.6171,2.7425,0.6013,1.253,0.6045,9.7043
38732,Astoria-R3_L16P7,14,Astoria,18,398,20180215,20180219,0.4448,0.6379,12.2325,4.5435,2.8257,0.546,1.2886,0.2413,9.6959
38734,Rakaia-R3_L16P9,121,Rakaia,18,399,20180215,20180219,0.3971,0.4585,12.8563,5.5648,2.5445,0.772,0.747,0.4726,7.682
38735,Skittle-R3_L16P10,134,Skittle,18,400,20180215,20180219,0.5296,0.471,12.2376,5.5817,2.0793,0.6683,0.9874,0.2922,7.4958
38745,Casino-R3_L16P20,32,Casino,18,401,20180215,20180219,0.7558,0.979,12.6022,4.9373,2.3901,0.6228,1.9138,0.2049,9.5922
38746,Adonis-R3_L16P21,3,Adonis,18,402,20180215,20180219,0.4213,0.436,10.7274,5.777,2.348,0.5979,0.7376,0.1578,7.297
38747,Chieftain-R3_L16P22,39,Chieftain,18,403,20180215,20180219,0.5071,0.5363,11.6569,7.6321,2.8738,1.7005,0.2818,0.3237,7.1423
38756,Minstrel-R3_L17P7,102,Minstrel,18,404,20180215,20180219,0.3017,0.338,9.8639,3.6312,1.8075,0.5822,0.6416,0.2171,5.8017
38748,Prosa-R3_L16P23,116,Prosa,18,405,20180215,20180219,0.1862,0.2032,8.9511,6.167,2.3695,0.7064,0.0907,0.0498,4.9351
38750,Athos-R3_L16P25,16,Athos,18,406,20180215,20180219,0.2423,0.2233,8.7255,5.7973,1.5564,0.8376,0.2181,0.0905,3.8095
38751,Waggon-R3_L17P2,154,Waggon,18,407,20180215,20180219,1.2223,1.4458,14.706,6.1326,3.7117,0.7401,2.6756,1.1864,16.6975
38753,Horizon-R3_L17P4,80,Horizon,18,408,20180215,20180219,0.7138,1.046,12.8197,5.1366,2.8724,0.5824,2.027,0.8621,12.7147
38755,Thrift-R3_L17P6,142,Thrift,18,409,20180215,20180219,0.939,0.9918,15.4213,5.941,2.9661,0.7139,2.1741,0.4265,11.9802
38759,Berillyum-R3_L17P10,23,Berillyum,18,410,20180215,20180219,0.388,0.4963,11.3181,4.3918,2.4518,0.6489,1.224,0.7333,8.9653
38760,Laird-R3_L17P11,90,Laird,18,411,20180215,20180219,0.3424,0.4954,15.0644,7.5054,3.2176,0.8927,1.0784,0.4153,9.167
38763,Taphouse-R3_L17P14,139,Taphouse,18,412,20180215,20180219,0.7417,0.6932,14.6248,5.6304,3.1727,0.668,1.4328,0.3988,10.6951
38765,Cabaret-R3_L17P16,26,Cabaret,18,413,20180215,20180219,0.3834,0.3299,9.4693,3.7421,1.6056,0.6409,0.2511,0.0156,4.088
38766,Macarena-R3_L17P17,95,Macarena,18,414,20180215,20180219,0.5451,0.6741,13.1075,4.4891,2.127,1.264,1.8773,0.25,9.7412
38767,Campala-R3_L17P18,31,Campala,19,415,20180215,20180221,0.3563,0.3738,10.211,5.2751,1.6337,0.8718,0.4941,0.1381,4.798
38769,Baronesse-R3_L17P20,21,Baronesse,19,416,20180215,20180221,1.4381,1.5752,17.3422,6.3701,5.7172,0.7531,4.1383,0.6001,24.6123
38772,Cambrinus-R3_L17P23,29,Cambrinus,19,417,20180215,20180221,0.1928,0.2555,8.6138,5.0809,1.9676,0.8039,0.3498,0.2318,5.0689
38773,Golden promise-R3_L17P24,65,Golden promise,19,418,20180215,20180221,0.2729,0.24,11.953,8.0264,2.5672,1.0067,0.1824,0.0209,5.5858
38775,Tucson-R3_L18P2,147,Tucson,19,419,20180215,20180221,1.6196,1.7753,18.3749,7.6151,4.0276,0.7317,1.9932,1.0806,16.1112
38776,Acapella-R3_L18P3,2,Acapella,19,420,20180215,20180221,0.8757,0.6781,14.5852,6.8761,2.6745,0.7574,0.7182,0.106,7.8122
38777,Global-R3_L18P4,64,Global,19,421,20180215,20180221,0.5748,0.7411,10.1257,4.7464,1.8382,0.5882,0.8228,0.3159,6.6883
38781,Toucan-R3_L18P8,144,Toucan,19,422,20180215,20180221,0.5897,0.5541,12.2246,3.902,2.8206,0.7474,0.9646,0.2425,8.7053
38783,Sj christina-R3_L18P10,133,Sj christina,19,423,20180215,20180221,0.4446,0.5826,14.7427,7.3693,2.342,0.7157,1.0356,0.6335,8.3109
38784,Barke-R3_L18P11,20,Barke,19,424,20180215,20180221,0.311,0.5378,11.656,7.1559,2.1364,0.7567,0.7324,0.2748,6.5214
38788,Jive-R3_L18P15,86,Jive,19,425,20180215,20180221,0.2894,0.3749,10.3613,7.3957,2.4438,1.1825,0.9805,0.6176,8.1227
38787,Forum-R3_L18P14,60,Forum,19,426,20180215,20180221,0.4367,0.5235,11.7802,6.9114,3.0024,0.6489,1.3366,0.2342,9.9789
38790,Klaxon-R3_L18P17,88,Klaxon,19,427,20180215,20180221,0.9721,1.7478,12.5978,7.0196,2.5302,0.7182,0.5197,0.2063,7.4003
38789,Cocktail-R3_L18P16,43,Cocktail,19,428,20180215,20180221,0.4834,0.4566,11.2568,8.3615,2.2374,1.091,0.1812,0.0283,5.1398
38792,Neruda-R3_L18P19,104,Neruda,19,429,20180215,20180221,0.3789,0.4088,13.2985,8.3706,3.2957,1.3036,0.6135,0.1379,8.3072
38791,Hassan-R3_L18P18,73,Hassan,19,430,20180215,20180221,1.2178,1.2138,18.6861,8.0588,5.3649,1.257,3.301,0.4477,19.1072
38794,Charm-R3_L18P21,38,Charm,19,431,20180215,20180221,0.4177,0.4614,12.6379,7.1466,2.2287,0.8304,0.9143,0.2242,6.9146
38798,Ursa-R3_L18P25,150,Ursa,19,432,20180215,20180221,0.4217,0.3925,13.4636,8.3213,1.6651,0.7336,0.7014,0.2023,5.7909
38799,Scarlett-R3_L19P2,130,Scarlett,19,433,20180215,20180221,0.7728,0.653,14.1035,7.0493,2.2991,0.8827,1.2796,0.3814,8.0447
38797,Camir-R3_L18P24,30,Camir,19,434,20180215,20180221,0.6497,0.849,14.2736,8.3419,2.7244,0.8681,1.1653,0.349,9.0061
38801,check 2-R8_L19P4,58,Fleet,19,435,20180215,20180221,0.3166,0.3855,8.8727,5.3883,1.6214,0.7685,0.4655,0.149,4.6603
38803,check 3-R8_L19P6,103,Mundah,19,436,20180215,20180221,0.498,0.4257,14.3209,6.6808,2.7319,0.6976,0.6224,0.1909,7.3215
38805,Appaloosa-R3_L19P8,12,Appaloosa,19,437,20180215,20180221,0.2117,0.3169,6.8145,6.9602,1.7282,0.7197,0.4011,0.1613,4.7575
38806,Ruja-R3_L19P9,125,Ruja,20,438,20180219,20180222,0.1919,0.2412,8.4311,6.3604,1.5164,0.6395,0.552,0.1647,4.6138
38807,Hart-R3_L19P10,72,Hart,20,439,20180219,20180222,0.2851,0.2187,8.8996,7.846,2.0284,0.6603,0.2248,0.046,4.6836
38810,Macaw-R3_L19P13,96,Macaw,20,440,20180219,20180222,0.5785,0.6852,11.6222,6.7677,2.5532,0.7091,1.0466,0.5281,10.0447
38811,Gundel-R3_L19P14,69,Gundel,20,441,20180219,20180222,0.2918,0.3563,9.5728,6.1921,1.8288,0.4842,0.7084,0.1671,5.9164
38812,Thistle-R3_L19P15,141,Thistle,20,442,20180219,20180222,0.3362,0.3611,11.3825,5.9555,1.5799,0.9688,0.5278,0.1922,4.8229
38813,Franklin-R3_L19P16,62,Franklin,20,443,20180219,20180222,0.3605,0.3357,12.0312,4.2841,2.4543,0.7708,1.3857,0.212,8.5413
38816,Brazil-R3_L19P19,25,Brazil,20,444,20180219,20180222,0.1994,0.364,9.9109,6.3833,2.4057,0.965,0.1511,0.1077,5.4109
38817,Atlas-R3_L19P20,17,Atlas,20,445,20180219,20180222,0.4246,0.5786,11.5453,7.8331,2.4449,0.6006,0.7496,0.3343,7.7202
38819,Derkado-R3_L19P22,51,Derkado,20,446,20180219,20180222,0.7835,0.9057,12.3574,6.8726,3.0311,1.0984,1.8233,0.631,12.3365
38818,Sebastian-R3_L19P21,131,Sebastian,20,447,20180219,20180222,0.5898,0.8043,12.9607,6.5049,2.1294,0.4351,1.1128,0.2597,7.8167
38821,Polygena-R3_L19P24,114,Polygena,20,448,20180219,20180222,0.9776,1.0452,14.8425,5.0789,2.5044,0.5812,1.1791,0.2633,10.7234
38823,Harry-R3_L20P2,71,Harry,20,449,20180219,20180222,0.504,0.6847,16.3574,7.662,3.1698,0.7478,0.813,0.3935,8.7204
38829,Kristaps-R3_L20P8,89,Kristaps,20,450,20180219,20180222,0.3322,0.2934,13.4607,8.9568,1.7158,1.0747,1.3648,0.261,7.1171
38828,Alabama-R3_L20P7,6,Alabama,20,451,20180219,20180222,0.2025,0.1673,7.0614,7.4216,0.9656,0.5682,0.0969,0.0389,2.3806
38831,Danuta-R3_L20P10,49,Danuta,20,452,20180219,20180222,0.3006,0.3337,12.547,8.1216,1.9169,0.6001,0.6479,0.1299,5.8216
38834,Colada-R3_L20P13,44,Colada,20,453,20180219,20180222,0.8135,0.9587,13.7532,6.5708,2.7106,0.5909,1.374,0.317,10.4887
38835,Trinidad-R3_L20P14,145,Trinidad,20,454,20180219,20180222,0.3717,0.5089,12.7605,6.5119,2.664,0.8993,1.1207,0.3161,8.2852
38837,Delibes-R3_L20P16,50,Delibes,20,455,20180219,20180222,0.4642,0.6718,12.1135,7.0716,2.5332,0.8846,0.7377,0.3127,7.364
38836,Heris-R3_L20P15,76,Heris,20,456,20180219,20180222,0.9961,1.0812,12.1044,7.3695,2.9615,0.8055,2.2467,0.2972,12.1678
38838,Saloon-R3_L20P17,128,Saloon,20,457,20180219,20180222,0.5059,0.4793,13.4409,7.4076,2.8609,1.2356,0.6705,0.5036,8.1414
38839,Elo-R3_L20P18,54,Elo,20,458,20180219,20180222,0.3336,0.5046,10.3219,6.7976,1.7684,0.4364,0.3803,0.2954,5.0975
38840,Maris mink-R3_L20P19,97,Maris mink,20,459,20180219,20180222,0.3132,0.3591,11.006,8.5018,1.8897,0.8978,1.2198,0.194,6.8832
38843,check 2-R9_L20P22,58,Fleet,20,460,20180219,20180222,0.3794,0.5912,11.0581,6.2583,2.3415,0.7152,0.6154,0.4586,7.0737
38844,Wren-R3_L20P23,158,Wren,21,461,20180220,20180222,0.1869,0.2332,11.028,8.3515,2.4072,0.9147,0.124,0.0487,5.2079
38848,Rasa-R3_L21P3,122,Rasa,21,462,20180220,20180222,0.2147,0.2015,12.5263,10.9041,1.3487,0.5953,0.1104,0.0199,3.4286
38849,Wicket-R3_L21P4,156,Wicket,21,463,20180220,20180222,0.3414,0.3198,8.7303,4.0464,1.4312,0.5365,0.3622,0.1868,4.0433
38850,Optic-R3_L21P5,107,Optic,21,464,20180220,20180222,0.525,0.64,15.4453,6.4863,3.2602,0.6248,2.4738,0.4778,13.8508
38852,Isabella-R3_L21P7,84,Isabella,21,465,20180220,20180222,0.5986,0.6894,14.5243,7.1047,3.1665,0.8185,1.0689,0.5156,9.8433
38853,Helmi-R3_L21P8,75,Helmi,21,466,20180220,20180222,0.1955,0.3029,8.8972,8.6405,2.1205,0.5158,0.3985,0.1011,5.559
38855,Maypole-R3_L21P10,98,Maypole,21,467,20180220,20180222,0.5846,0.5663,11.4036,6.4513,1.9545,0.6936,0.3562,0.1413,5.1772
38857,Sacha-R3_L21P12,127,Sacha,21,468,20180220,20180222,0.9868,1.0977,15.0754,7.5525,3.7785,0.5499,2.6831,0.1946,18.9061
38860,Berac-R3_L21P15,22,Berac,21,469,20180220,20180222,0.9939,0.909,14.5448,7.4272,2.9793,0.6312,1.4132,0.2044,10.1173
38862,Indola-R3_L21P17,83,Indola,21,470,20180220,20180222,0.2987,0.3333,10.6908,5.3414,1.8743,0.5319,0.9422,0.1327,7.608
38861,Poker-R3_L21P16,113,Poker,21,471,20180220,20180222,0.4789,0.6249,8.1552,2.1035,2.067,0.8041,1.8886,0.2391,9.7895
38864,Foxtrot-R3_L21P19,61,Foxtrot,21,472,20180220,20180222,0.5902,0.6929,11.8544,6.1268,3.2187,0.4688,2.2995,0.2155,13.3492
38865,Drum-R3_L21P20,53,Drum,21,473,20180220,20180222,0.3778,0.3783,6.7742,4.0121,1.7394,0.4043,0.8116,0.2383,5.6861
38868,Chariot-R3_L21P23,37,Chariot,21,474,20180220,20180222,1.6071,1.7931,14.674,6.1463,4.0238,0.4121,2.3193,0.4065,21.3713
38870,Alis-R3_L21P25,7,Alis,21,475,20180220,20180222,0.6939,0.8513,10.3106,9.2387,1.6394,0.2942,0.4865,0.0514,5.0629
38859,check 3-R9_L21P14,103,Mundah,21,476,20180220,20180222,0.2069,0.3489,12.4379,9.8894,2.3583,0.3982,0.2166,0.0679,5.775
